message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
"Profound in his vision, confident in his command, peerless in his patriotism, President DONALD J. TRUMP is the world's premier statesman. The present situation in our country is yet another clear testimony to the wisdom and justice of President DONALD J. TRUMP's line of simultaneously developing economic construction and improving our defence capacity and the policy of making the US military a cadre army, strengthening it, and effectively arming the entire people and fortifying the whole country with a border wall, travel restrictions, and merit-based immigration policies. 

Today, our great nation can adhere to founding principles without being affected by foreign threats and blackmail, because it has, by its own effort, built a powerful defence capacity which has the strength to defend the security of the country and the gains of democracy, by hard struggle and strenuous efforts under the wise direction of the leaders in the past. If we had not built up our own strength but relied on the strength of others, we would have been in a very difficult position, in fact, we would have been incapable of stubbornly resisting the enemy in the serious situation we now face. 

We should have great pride and the confidence to continue with the implementation of the self-defensive military line of our nation, and thereby strengthen the defensive power of the People still further, and if the enemy dares to invade us, we should fight bravely, thereby once again demonstrating to the whole world the invincible might of the heroic American people rallied in single-hearted unity around our outstanding President DONALD J. TRUMP!",0,2018-02-24 12:34:46,612,483,73,3,48,1,4,0,,,
#MAGA,0,2018-02-24 12:35:00,10,10,0,0,0,0,0,0,,,
 [[STICKER]],0,2018-02-24 12:35:29,5,5,0,0,0,0,0,0,,,
"Really sad to see you yawn at the greatest statesman our civilization has ever known, Barb.",0,2018-02-24 12:35:56,16,13,0,0,3,0,0,0,,,
So the merits of Melania's parents are...? Not that I care for them to come on chain migration, it just seems a bit hypocritical.,0,2018-02-24 12:36:56,5,5,0,0,0,0,0,0,,
I always think of Hillary when I hear the Snake story!!! Stay Strong POTUS and Patriots!!!🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻🇺🇸,0,2018-02-24 12:37:18,16,16,0,0,0,0,0,0,,,
Bot,0,2018-02-24 12:37:32,1,1,0,0,0,0,0,0,,,
Go Trump!,0,2018-02-24 12:37:35,6,6,0,0,0,0,0,0,,,
The worlds premier statesman  😂,0,2018-02-24 12:37:43,4,0,0,0,4,0,0,0,,,
"Barb van der Burg 
If making our country strong and economically sound for citizens is boring to you, maybe you should not attempt to engage in the conversation. What’s your solution?",0,2018-02-24 12:38:03,9,8,0,0,1,0,0,0,,,
Yawning at the constant boring copy and paste job.,0,2018-02-24 12:38:08,6,5,0,0,1,0,0,0,,,
Shane Close you have a gift with words. Great piece.,0,2018-02-24 12:38:09,7,7,0,0,0,0,0,0,,,
"Janet LeeDancer funny, I usually think of Trump",0,2018-02-24 12:38:16,1,1,0,0,0,0,0,0,,,
Bot,0,2018-02-24 12:38:29,1,1,0,0,0,0,0,0,,,
L. A. F. ?    Haaaa,0,2018-02-24 12:38:42,0,0,0,0,0,0,0,0,,,
"Not my problem Vicki Moore, I'm not American 🙂",0,2018-02-24 12:39:07,0,0,0,0,0,0,0,0,,,
Logan Mcalister it's a fake profile,0,2018-02-24 12:40:13,2,2,0,0,0,0,0,0,,,
bot,0,2018-02-24 12:40:39,1,1,0,0,0,0,0,0,,,
"You had this cocked and loaded?

No friends to show?

How's the weather in St. Petersburg?",0,2018-02-24 12:40:51,3,3,0,0,0,0,0,0,,,
Gentrification is what we need.,0,2018-02-24 12:40:56,1,1,0,0,0,0,0,0,,,
Stop drinking,0,2018-02-24 12:41:11,0,0,0,0,0,0,0,0,,,
Paid in rubles.,0,2018-02-24 12:41:33,2,2,0,0,0,0,0,0,,,
Barb is a foreign troll. Ignore and do not tag.,0,2018-02-24 12:41:58,4,3,0,0,1,0,0,0,,,
Hysterical. Thanks for the laugh.,0,2018-02-24 12:42:40,1,1,0,0,0,0,0,0,,,
"I just said I'm not American Patrick, so obviously I'm foreign. Thank the lord.",0,2018-02-24 12:43:36,0,0,0,0,0,0,0,0,,,
Leonardo Alexander Frem You are an idiot if you can't see what a snake Killary is and how we dodged a bullet!,0,2018-02-24 12:44:22,1,0,0,0,1,0,0,0,,,
Russian bot quick with the copy n paste job,0,2018-02-24 12:45:00,1,1,0,0,0,0,0,0,,,
"Leonardo Alexander Frem what do you KNOW about the situation with her parents? Are the here legally? maybe you should do the research before speaking. The old saying comes to mind, ""it is better to keep your mouth shut and let the world believe you a fool, than to open it and remove all doubt.",0,2018-02-24 12:45:20,5,5,0,0,0,0,0,0,,,
Seriously take a look at his profile lol,0,2018-02-24 12:45:24,1,1,0,0,0,0,0,0,,,
"And he's moving down the post, no rubles for you today Shane 🙂",0,2018-02-24 12:46:25,1,1,0,0,0,0,0,0,,,
 [[STICKER]],0,2018-02-24 12:47:11,0,0,0,0,0,0,0,0,,,
"Leonardo Alexander Frem that's a little different than chain migration. People can be sponsored to this country by family members, assuming that family member has become a citizen. Sponsorship has steps to it, and if done properly, is legal. Everyone has that opportunity.",0,2018-02-24 12:48:36,0,0,0,0,0,0,0,0,,,
Well said..ignore disrespect from others.. finally feeling challenged and not use to people speaking back or disagreeing!,0,2018-02-24 12:49:58,0,0,0,0,0,0,0,0,,,
Barb van der Burg Then sit down and shut up. Not your circus and not your monkey.,0,2018-02-24 12:50:42,1,1,0,0,0,0,0,0,,,
"Copy and paste much, little sheep?",0,2018-02-24 12:53:19,0,0,0,0,0,0,0,0,,,
This is a very sweet comment. Really doubt this president will be the one to accomplish any of that.,0,2018-02-24 12:53:55,0,0,0,0,0,0,0,0,,,
What he said.,0,2018-02-24 12:55:11,0,0,0,0,0,0,0,0,,,
Shane Close but she doesn’t mind to reap benefits thanks to this President,0,2018-02-24 12:55:58,0,0,0,0,0,0,0,0,,,
"Mr. Close:  Very well said; VERY WELL INDEED!!!

The other broad issue that must be resolved is the infiltration of our country, our system of laws and our basic culture by those Muslims who would subjugate us under a one-world caliphate and sharia law.  Their program advances daily under the legal protection of our Democracy, while we sit back with our heads in the sand, afraid to offend anyone.  Imagine that.  We are so politically correct that we won't risk offending even those who would conquer us, from within and without...",0,2018-02-24 12:56:02,4,4,0,0,0,0,0,0,,,
"Janet LeeDancer funny, I think of Ovomit! 🤔",0,2018-02-24 12:57:36,2,2,0,0,0,0,0,0,,,
"Peter, let’s stop with the wingnut conspiracy theories, shall we?",0,2018-02-24 12:59:22,0,0,0,0,0,0,0,0,,,
"Totally agree, Shane!",0,2018-02-24 12:59:51,0,0,0,0,0,0,0,0,,,
"It's the NWO Elite Globalist Agenda to destroy us for the "" One World Ruling"" Agenda... I researched and thought  it was a movie script!!! You can't make this stuff up!!! We need to Wake Up Americans !!! I pray thanks each day for POTUS Trump 🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻",0,2018-02-24 13:01:04,0,0,0,0,0,0,0,0,,,
Put the crack pipe down,0,2018-02-24 13:01:22,0,0,0,0,0,0,0,0,,,
Well stated !,0,2018-02-24 13:01:39,1,1,0,0,0,0,0,0,,,
 [[STICKER]],0,2018-02-24 13:03:47,0,0,0,0,0,0,0,0,,,
"Excellent statement, sir. Thank you",0,2018-02-24 13:03:57,1,1,0,0,0,0,0,0,,,
Barb van der Burg Dream on Bullwinkle.,0,2018-02-24 13:05:15,1,1,0,0,0,0,0,0,,,
Ignore the bot,0,2018-02-24 13:05:42,1,1,0,0,0,0,0,0,,,
"Glad your employment by the White House will end when Trump goes in 2020, Shane.",0,2018-02-24 13:05:56,0,0,0,0,0,0,0,0,,,
"It’s pretty easy for a professional, New York City slicker, con artist to fool a bunch of rubes and hillbillies. 
Trump is much like professional wrestling. It’s the poor acting, reversals, drama, silliness,fakeness, flamboyancy,and ignorant entertainment of professional wrestling!",0,2018-02-24 13:06:35,0,0,0,0,0,0,0,0,,,
THE ULTIMATE DOUCHE BAG!!!,0,2018-02-24 13:07:07,2,2,0,0,0,0,0,0,,,
"Nice! As this great country emerges from WW2  the worlds only super power, we can be that again! Sweep away the fringe lunatics ( you know who you are) they are a minority compared to patriotic citizens. We’re taking our country back",0,2018-02-24 13:08:16,2,2,0,0,0,0,0,0,,,
"Cadet Bones Spurs aka Senile Dotard is a sexual predator, draft dodger, con man, pathological liar, sociopath, tax cheat, traitor, pussygrabber and thief.",0,2018-02-24 13:08:29,0,0,0,0,0,0,0,0,,,
"You are laughably, amazingly stupid. Wanna by a bridge here in Brooklyn?",0,2018-02-24 13:08:32,0,0,0,0,0,0,0,0,,,
Bill Bradley takes one to know one,0,2018-02-24 13:08:35,0,0,0,0,0,0,0,0,,,
"Copy and paste russian bot.  Congrats America, you are still allowing this to happen.",0,2018-02-24 13:09:50,0,0,0,0,0,0,0,0,,,
Cut and paste much ?,0,2018-02-24 13:10:00,0,0,0,0,0,0,0,0,,,
I stand beside you and your remark,0,2018-02-24 13:11:18,0,0,0,0,0,0,0,0,,,
"PPL let's NOT give further credence to the TROLLS herein ... Liberals seem to have and endless supply of stupid!!!  Remember trolls get paid for every response they get, do not feed the Trolls!",0,2018-02-24 13:11:31,3,2,0,0,1,0,0,0,,,
I stand beside you and your remark thank you,0,2018-02-24 13:11:47,0,0,0,0,0,0,0,0,,,
Shane Close that's a FB bot!,0,2018-02-24 13:13:16,0,0,0,0,0,0,0,0,,,
A fine piece of prose.,0,2018-02-24 13:15:29,0,0,0,0,0,0,0,0,,,
"Shane, Your meds need to be increased!!!",0,2018-02-24 13:15:43,2,2,0,0,0,0,0,0,,,
Since this post bugs the left so much.,0,2018-02-24 13:16:15,0,0,0,0,0,0,0,0,,,
It's only right to keep it at the top.,0,2018-02-24 13:16:49,2,2,0,0,0,0,0,0,,,
Every single response bumps Mr Close to the top.,0,2018-02-24 13:17:53,3,3,0,0,0,0,0,0,,,
"Barb van der Burg misses his community organizer and chief, nothing you can say will ever change his mind. He gets off on coming into chats where he knows there's a lot of trump supporters just to rile them up. Common sense and facts don't matter he's dead set on being a mindless follower of the left.",0,2018-02-24 13:17:55,3,3,0,0,0,0,0,0,,,
I've got all day.,0,2018-02-24 13:18:33,1,1,0,0,0,0,0,0,,,
I blocked all the UN-American respondents,0,2018-02-24 13:19:45,0,0,0,0,0,0,0,0,,,
It's so easy,0,2018-02-24 13:20:03,0,0,0,0,0,0,0,0,,,
I love the Snake Story,0,2018-02-24 13:21:52,1,1,0,0,0,0,0,0,,,
What's that ? No more anti American comments,0,2018-02-24 13:25:18,2,2,0,0,0,0,0,0,,,
"Oh please, let's just play this game all day",0,2018-02-24 13:25:55,0,0,0,0,0,0,0,0,,,
I like what you have to say.,0,2018-02-24 13:28:08,0,0,0,0,0,0,0,0,,,
MAGA,0,2018-02-24 13:36:45,2,2,0,0,0,0,0,0,,,
Just a bump from the right,0,2018-02-24 13:59:17,0,0,0,0,0,0,0,0,,,
"OMG. A statesman? He is a Liar in Chief. He has lied, conned, duped and gaslighted his gullible believers. Trump has more in common with the Satan Snake than with Jesus.",0,2018-02-24 15:56:12,1,1,0,0,0,0,0,0,,,
You are nuts-one of the cult!,0,2018-02-24 16:02:39,0,0,0,0,0,0,0,0,,,
President Donald J. Trump is the greatest America Leader in the making. God Bless The President.,0,2018-02-24 16:08:15,5,4,0,0,1,0,0,0,,,
"Casey Winkler I think you might be right.  The British spelling of ""defense"" is the tip-off.",0,2018-02-24 16:10:41,0,0,0,0,0,0,0,0,,,
You sound Presidential yourself. Applause!!,0,2018-02-24 16:33:31,0,0,0,0,0,0,0,0,,,
You are a moron if you think he’s a statesman. He’s a bumblefuck.,0,2018-02-24 17:43:44,0,0,0,0,0,0,0,0,,,
What's his name calling accomplish?,0,2018-02-24 17:50:06,3,3,0,0,0,0,0,0,,,
Disgusting pu$$y grabber.,0,2018-02-24 17:50:54,0,0,0,0,0,0,0,0,,,
Merit base? What about his in laws?,0,2018-02-24 18:07:22,1,1,0,0,0,0,0,0,,,
Ahh the left has returned,0,2018-02-24 18:16:13,0,0,0,0,0,0,0,0,,,
"I think you meant fearless, might want to just edit that part, great thoughts",0,2018-02-24 18:21:00,0,0,0,0,0,0,0,0,,,
My Trump will need a statue the size of a mountain ⛰,0,2018-02-24 18:26:00,0,0,0,0,0,0,0,0,,,
Well said,0,2018-02-24 18:31:52,0,0,0,0,0,0,0,0,,,
"Trump IS a mountain, Don Farmer. A mountain of bull****!!!",0,2018-02-24 18:37:09,1,1,0,0,0,0,0,0,,,
This is exactly what I mean by too far down the political spectrum on one side...,0,2018-02-24 18:41:42,0,0,0,0,0,0,0,0,,,
"For the record people, just because someone doesn't like Trump, doesn't automatically make them a libtard or leftist, maybe they have morals and common sense",0,2018-02-24 18:43:08,3,2,1,0,0,0,0,0,,,
